,y,pred
148,5794.89185,5882.567086656803
149,5728.74828,5942.447151905013
150,3983.09785,4091.956194836919
151,6292.42962,6068.201980836544
152,7428.83442,7265.920961686927
153,4245.28573,4786.868816020282
154,6615.69006,6211.000007317398
155,6836.39728,6566.86420220654
156,8090.41713,8077.63186706874
157,4830.95981,5278.02220007916
158,4576.10071,4179.637253954235
159,6591.78118,6875.404030639962
160,5336.97473,5452.107012220107
161,6368.84982,6088.439038594937
162,7479.93417,7322.592170873304
163,5597.02216,5845.047088761194
164,5735.13303,5606.657566926297
165,5566.52275,5835.738407097719
166,8247.52116,8145.98820018219
167,6799.72918,6276.460895596643
168,6328.89332,6408.801997365379
169,5971.39402,5757.839860610809
170,7441.50942,7141.434433126637
171,4930.61903,5064.416210040561
172,5914.16491,5711.329604711907
173,4201.43596,4248.570814241437
174,7103.50894,7589.29156314108
175,7548.34706,7555.85935254881
176,6292.96076,6077.2639057649685
177,6368.84982,6560.217764520952
178,3182.69865,3868.361640127714
179,6190.66597,6455.003199714178
180,6239.53349,6044.88096431387
181,7022.18973,6956.384515952828
182,5575.39447,6000.515051490605
183,4705.62653,4634.094456479386
184,5446.69747,5333.534317014217
185,7080.04004,7747.393732551434
186,7637.63338,8069.904647130621
187,6979.32479,7589.129404473395
188,7064.16978,6930.359220378763
189,6254.65511,6277.5286592628145
190,5828.73212,5542.638017853067
191,4802.6043,5157.903003667861
192,5569.13925,5412.9257237032525
193,5225.16307,4970.086586390167
194,4203.02762,4195.4239546270765
195,6202.32702,6053.381035875405
196,7357.3589,7500.442483090523
197,6465.37205,6815.425483201056
198,4930.61903,5176.297276689718
199,6691.04322,6268.455168205652
200,8116.53175,8129.3557270000165
201,7575.80124,7325.177134808764
202,4930.61903,5052.342473174214
203,4737.63925,4968.004201447522
204,6328.89332,6286.127000287335
205,4503.16186,4732.786690831548
206,5741.31418,5906.090349554917
207,5449.4212,5650.1029121046795
208,6327.47736,6431.317827864466
209,7298.0026,6866.406192196093
210,5018.45303,5142.449059229417
211,4913.22292,5199.497496979537
212,7406.90248,6851.854542367928
213,7616.70599,6910.4881032872545
214,7888.41493,7316.664139845769
215,4936.10558,5107.786287504647
216,7455.41638,7400.84992320976
217,5566.52275,5821.514720817093
218,7024.74836,6705.580285485896
219,6235.45278,6007.312802762939
220,8090.41713,7932.19885143845
221,5602.02293,5435.317585587532
222,6146.83152,6192.001895661888
223,6663.00068,6121.66523536099
224,4245.28573,4382.496247890751
225,5399.86113,5087.619908525421
226,7713.4796,7546.837324956337
227,6400.02221,5967.048073486218
228,4062.73953,4203.593359967295
229,7861.46538,7241.875182294261
230,7556.10991,7846.4286546069925
231,5876.96001,5219.125118617134
232,7071.61532,6885.577746309518
233,6994.24801,7023.834980699543
234,7400.77538,7555.547985829537
235,6920.08427,6703.691818337571
236,4587.38557,4842.458973385557
237,5428.10602,5698.5391390072655
238,5556.3746,5596.448428139167
239,5637.9843,5344.314814447822
240,6830.96605,6795.95818987675
241,7829.47294,8000.16083962041
242,5916.86224,5258.521254704336
243,8175.45619,7962.882942539865
244,5004.15434,4920.361464212048
245,6717.44627,6795.79783471299
246,7529.17505,7587.102713668646
247,7101.75783,8176.660156887076
248,4068.35066,4225.903737268101
249,3911.42225,4081.90597576238
250,6491.22353,5938.090239709021
251,4769.31827,5327.26848149887
252,5864.12845,5227.640416871189
253,3626.36653,3690.121619975578
254,6799.72918,7225.715761512853
255,7560.20565,7032.525603062841
256,6226.28514,6280.48715204393
257,6254.82922,6056.190683337143
258,7907.24067,7792.752770474675
259,6263.80788,6166.553525385843
260,4112.89349,3924.389913212568
261,7381.97333,7429.5000226263
262,6574.18247,6249.7611304338425
263,5811.21147,5290.629951865991
264,6202.32702,6142.165527171423
265,6826.20873,6609.983095060405
266,4387.74185,4691.679190186989
267,7479.93417,6838.430790060585
268,4905.49871,4748.5593276865875
269,5178.27031,5349.8094163029255
270,7884.56772,7321.882339974185
271,4290.96488,4613.853713182843
272,7207.4203,7134.3969887506755
273,4177.0152,4392.850088502981
274,6526.98819,6636.956243526929
275,5728.74828,5854.194896863348
276,4179.18592,4277.256401046874
277,7215.40971,7193.71205195802
278,6795.88187,6673.971050998018
279,2452.68075,1851.0754979433123
280,4813.45285,5198.0851050664405
281,7825.87492,7777.696249713001
282,7616.70599,7854.627955474607
283,5597.02216,5392.011318098666
284,4769.31827,4675.355339773834
285,3911.42225,4111.286762333424
286,4393.52743,4290.642557827508
287,6608.90751,6819.555808321682
288,3680.56025,3667.2284430197924
289,5728.74828,5748.759091883505
290,6226.28514,6181.418284237156
291,5643.36045,5377.231490932263
292,6771.72291,6136.937458167999
293,6920.08427,6888.601576119399
294,4016.3616,3998.0071511249153
295,7101.75783,7324.356820238205
296,7298.0026,7692.038086673827
297,7536.09687,7359.3255077432
298,7163.9441,6773.590081604903
299,6422.92209,6481.719799072802
300,8109.2305,8044.226543418925
301,4936.01177,4999.112723970409
302,6749.51819,6472.398723122682
303,4201.43596,4303.96324893569
304,4673.38052,4233.99755749514
305,7235.77564,6527.809387555462
306,7298.0026,7298.443466710549
307,7085.06308,6382.986457950334
308,5136.93247,5520.911519450696
309,6327.00807,6139.185926565922
310,5291.89688,5239.5161435878745
311,3447.0821,3929.644604873358
312,5996.07855,5721.921252549702
313,3244.32926,3374.062689675249
314,6251.61184,6543.587509475488
315,5150.94289,5137.379336684857
316,8538.462,8314.803127296444
317,7022.18973,7011.706876159635
318,5675.72149,5722.879678458477
319,5454.63385,5288.576441129842
320,7903.51351,7809.924019807229
321,6107.38247,6647.822036285874
322,5597.02216,5885.697317714596
323,5462.13394,5821.562005845044
324,5649.03716,5787.762752534069
325,7861.46538,7944.963133306534
326,7558.00588,7133.873783922001
327,6079.08526,6810.93451923129
328,5381.27266,5526.687425692095
329,6318.70872,6876.170492915189
330,7428.83442,7546.106873092722
331,5367.61826,5799.359332442109
332,7556.10991,7522.370030488219
333,7541.6674,7856.705863564632
334,2379.90521,2136.0318928639363
335,5932.23909,5720.053365728501
336,5498.46022,5263.328413850155
337,6037.68613,5976.722497443476
338,5715.0084,5969.443424599729
339,7174.6649,7490.205614184004
340,8969.40184,5873.331254117527
341,5767.17836,5965.233838914683
342,5556.37228,5679.856421741366
343,6187.95188,6256.581846394531
344,4696.44394,4754.414752498906
345,4673.38052,4744.612938140566
346,7732.22522,7272.901879656336
347,4245.28573,4303.792970345245
348,5329.2632,5346.694462752277
349,5128.16351,5374.4049050680405
350,5700.24324,5782.7281735963115
351,4056.83427,4136.850245608413
352,6013.40759,6193.43403534079
353,4710.85865,4583.199673686906
354,6779.98166,7079.651516826165
355,5393.56434,5556.604775521802
356,5016.74159,5266.93960065301
357,6862.90839,6609.327565265372
358,4016.3616,4412.275472048948
359,5061.72061,5696.266213297022
360,5552.72387,5587.7077548449415
361,5601.20531,5338.421665987284
362,5715.0084,5603.899545499908
363,6528.79888,7050.337980496595
364,4232.76231,4084.0914376881483
365,5322.84043,5401.14224746869
366,3385.148,3468.3255953796215
367,7532.82953,7480.280619987883
368,6251.61184,5953.446727164508
369,7369.68559,7307.1013186508535
370,5750.88107,5843.661883775891
371,7130.83001,7285.4008039820765
372,7969.02575,7891.717879969197
373,8298.20697,8153.064666420149
374,5852.8742,5556.240056198752
375,7715.81088,7995.164360210634
376,3712.99786,3885.80219334864
377,6628.76363,6699.921724789227
378,5236.03334,5417.2483758996805
379,5225.16307,5491.871460368779
380,5205.3203,5331.808788217206
381,6449.04157,6336.673733068521
382,5948.11447,5996.782113972706
383,7608.62182,7187.559727420758
384,5865.38472,5982.130982718492
385,6368.84982,6208.723024278843
386,6822.97163,7039.2686246731755
387,6986.80996,6643.78238656824
388,7159.33666,7574.605396659688
389,7564.77493,7947.777941297856
390,4641.00151,4203.16441131102
391,5061.72061,6332.351160800561
392,3238.02815,3463.3249085012003
393,8357.06722,8051.4089336246325
394,3322.9462,2615.5455713165693
395,7234.25525,7536.215279567154
396,4100.75917,4330.751665264088
397,6019.26248,6080.221642950546
398,7451.72563,7228.0265620972605
399,3385.36422,4015.322913056845
400,5830.89362,5119.798390665832
401,5862.80545,5453.470495542097
402,4179.18592,4325.402568612386
403,6374.4443,6255.876873738362
404,7230.1325,6799.462719288338
405,7162.43364,7344.843324656747
406,5772.91016,5693.270074493201
407,2825.00374,2652.4179922255335
408,5767.17836,5717.193370393223
409,5016.74159,5177.236965651444
410,5665.2196,5552.378058210867
411,5865.38472,5718.529665557384
412,5061.72061,5002.713547570565
413,7028.6735,6957.781041828159
414,6842.76056,6054.807890270404
415,8823.69011,8357.783516215146
416,7969.02575,7806.907146442478
417,5569.13925,5294.11116592331
418,6673.304,6722.78714153948
419,7713.4796,7793.114630059266
420,6320.23893,6574.635982756303
421,7451.72563,7441.912736643437
422,8211.0795,8145.28129323043
423,7536.09687,7599.054577831812
424,7626.61733,7309.686460963232
425,3895.62684,3945.9155558721286
426,6752.17704,7266.335189423426
427,6515.30587,6293.967601697339
428,4830.95981,4921.02393066064
429,5552.72387,6013.415512246178
430,5852.8742,6106.2812856861565
431,6671.07264,6835.528264448727
432,7127.16457,7329.680652647145
433,6024.94599,5869.556706522442
434,7998.35059,6855.010090408148
435,4051.55129,4060.0038442937293
436,6528.79888,6416.916365709592
437,4700.57615,4898.819446065367
438,5199.53404,5856.134787030929
439,5402.48408,5563.525772290272
440,8743.52098,8233.139298139016
441,7150.9817,7188.457537268718
442,7998.35059,6439.226228200514
443,6638.65649,6342.315160995378
444,6037.68613,6205.463942222628
445,6903.87339,7189.907989181334
446,7270.31832,7355.656539498224
447,5393.56434,5424.1021009550095
448,2946.92602,2275.06483060712
449,7048.87072,7546.9656949535565
450,4056.83427,4236.509623760217
451,6131.30938,6176.597435914195
452,5033.68556,5298.685960063127
453,6626.50685,6337.9052274032365
454,4936.01177,5069.179387941171
455,6189.7798,6353.340754094585
456,5234.74696,5852.308651813004
457,7895.0208,7941.382790141826
458,6752.01695,6600.038776216494
459,3139.43255,3563.6284560992444
460,6922.84679,6664.060821046052
461,4584.45355,4232.727318579571
462,5914.16491,5820.803577157541
463,5221.35741,5427.0524868504435
464,5063.85109,5035.889627243576
465,6822.97163,6466.228880324881
466,4051.55129,4308.560331166569
467,7241.37053,7009.030389026153
468,6583.45789,6508.68652507833
469,6449.04157,6533.066309997073
470,5912.43376,5912.177822133675
471,4590.82334,4354.539910698784
472,3712.99786,3984.5051828922224
473,6397.35569,6162.292503084169
474,4667.72494,4112.264853731183
475,5831.7066,5867.945980592391
476,4673.38052,4602.393936227436
477,7715.81088,7596.541634589645
478,4868.21145,5376.959215715908
479,4282.70063,4052.1379980796555
480,5867.99722,5803.478618171674
481,6155.89609,6166.684804786852
482,6412.47345,6304.503936283199
483,6493.25828,6501.187969572096
484,5462.13394,5421.968821058974
485,5063.85109,5768.184935792709
486,3502.08292,3403.4409584804653
487,4433.53697,4575.468050036876
488,5395.33158,5756.519512491297
489,6626.50685,6304.12974404632
490,8298.20697,8032.034636852259
491,6992.82314,6094.963716257986
492,4177.0152,4814.520355171246
493,6735.24371,6544.984335312787
494,6320.23893,6371.9678136691255
495,7022.18973,7355.528609068653
496,5773.00842,5729.812042187747
497,4163.82304,3910.5884253874447
498,4125.75712,4246.9081258100505
499,5544.62172,5767.369958194538
500,7675.96352,7648.872797030017
501,6846.00686,6528.871729681676
502,6013.40759,6121.005764119156
503,7564.77493,7637.739966308407
504,5305.74363,5042.65501406604
505,5647.71226,5757.195215355805
506,5700.24324,5892.645147885341
507,4924.35736,5030.657701190086
508,6376.66256,6367.213154834379
509,6683.20061,6343.330268724887
510,5728.74828,6171.883781649085
511,4167.45124,4350.003876452298
512,6374.4443,6329.964260818255
513,7184.01384,7489.488870790949
514,3720.71159,3702.7465955338885
515,4357.82292,4761.604910335474
516,8211.0795,7906.752842412025
517,5773.00842,5429.337994892254
518,4968.60117,4815.756405123537
519,6327.00807,6483.001091476901
520,5178.27031,5343.800544968461
521,4323.93099,4302.648324475022
522,7895.0208,7581.364659184641
523,4952.9856,4629.118695504305
524,6958.17479,6834.571985791925
525,7732.22522,7776.735996053525
526,6318.70872,6280.103059704885
527,5739.92493,5767.39471260396
528,6747.59779,6713.707304265747
529,6013.40759,6529.887085402432
530,4228.81888,4396.036910475212
531,7174.6649,7042.185235234276
532,1945.53061,4086.0191900068294
533,7690.1749,7590.3435311684225
534,6146.83152,6121.3113112989195
535,6276.41054,6069.683159882388
536,7517.44077,7538.321308613435
537,7071.83395,6967.152995297285
538,4560.22361,4590.475075824745
539,7122.49056,7333.350766424461
540,5556.3746,5073.412466796208
541,6480.80815,6574.824100376427
542,6598.85404,6863.806669069207
543,5439.4215,4991.817960964967
544,7150.9817,6161.307644713572
545,7564.77493,7282.644592338405
546,3826.17226,3997.410747620994
547,6673.304,6530.23676792928
548,6361.48951,6380.85579738209
549,5711.85174,6842.543570855276
550,5402.48408,5011.760526567878
551,7576.39253,7608.0152074617
552,8634.77583,8040.015884612832
553,6628.76363,6649.006823296069
554,4163.82304,4064.332672613724
555,6182.75087,6272.964050971721
556,2452.68075,2541.952552236109
557,6277.16867,6481.843411717979
558,5628.8828,5948.035392350859
559,5772.91016,4720.141953121496
560,6292.96076,6688.053206583536
561,8671.71681,8034.691951014014
562,4247.50893,4164.039088667081
563,6826.20873,6618.653931263121
564,6671.07264,6576.354326664783
565,7231.02778,7513.555551187492
566,4913.22292,4715.916248830312
567,7013.00281,7417.219322495344
568,7793.44206,7130.824199726056
569,3784.11935,3794.859837260419
570,7357.3589,7386.508184761489
571,6392.35667,6288.748079848792
572,6626.8515,7093.678437935523
573,7835.76779,7950.884644324324
574,3901.98955,3985.0065969003463
575,7924.51678,7654.860155113136
576,6594.0446,6664.196817021602
577,7284.81478,7162.906928948647
578,6422.92209,6726.690532505185
579,7004.01554,6937.829314470513
580,5852.8742,5603.873913173971
581,5729.56964,5430.796197224934
582,5747.56017,5720.604839048523
583,8605.19995,8280.889059900517
584,7626.61733,6424.40445799772
585,8212.79289,7400.810369653889
586,6315.23321,6399.203121662944
587,5862.80545,5956.497467754529
588,7907.24067,7414.211547191135
589,8212.79289,8029.830541642463
590,8174.46338,8107.938101509513
591,3244.32926,3619.2456662906206
592,6020.87569,6098.677384390081
593,6821.8081,6307.050954356528
594,4336.10096,4313.352920942667
595,6320.23893,6394.558139516157
596,7428.83442,6833.6066619525445
597,5429.68161,5247.921254775634
598,7380.6338,7538.547799635839
599,5791.45673,6662.85593680308
600,3396.72989,3320.3982582655944
601,6327.00807,6461.712357975881
602,4920.13663,4977.245566133255
603,4947.60566,4723.556402571008
604,8263.28974,8375.587587710535
605,6799.72918,6644.466178831648
606,5732.24032,5816.5135188171225
607,4936.01177,4700.818558866051
608,5124.8549,5251.8202679385195
609,4926.27902,4781.125437876384
610,5828.73212,5385.291490380607
611,7660.88604,7635.210618451747
612,5605.221,5772.75746670779
613,6146.83152,6182.222799932177
614,4418.44126,4592.944645978829
615,7800.50128,7093.025751824727
616,3496.35236,3777.803442574861
617,7235.77564,6783.98178784785
618,3764.31973,3906.125079514368
619,5966.71128,6849.3804515228185
620,5665.2196,6087.311771786553
621,4576.10071,4270.373731570253
622,5128.16351,5382.7470676196845
623,4710.85865,5343.848486819617
624,5360.87391,5259.234444164473
625,5151.38647,5236.340107496246
626,7236.09025,7121.178703865997
627,4808.60902,5210.754673786314
628,5330.36931,4830.946025768586
629,4868.21145,5073.667661308409
630,3948.98691,3962.8338106887004
631,6368.84982,6125.0281035550615
632,4920.13663,4887.434438243807
633,8621.81568,7777.371247922099
634,6376.66256,7073.006020302855
635,5221.35741,5339.780879428068
636,4228.81888,4133.5348952234435
637,4245.28573,4282.805428750902
638,4493.64409,4779.755853715909
639,7517.44077,7232.377377191766
640,4673.38052,4579.593634798144
641,6806.49269,6674.858253423696
642,7554.4683,7265.166680153085
643,6409.14001,6147.968855112056
644,5330.06203,5401.841907921906
645,6394.07791,6673.376564212998
646,5946.15842,5867.750499445756
647,7560.20565,7300.663186872276
648,6281.91711,6196.08011477593
649,4228.81888,3911.2034984080437
650,7765.25632,7140.8278568592905
651,4320.87416,4243.149501768163
652,6493.63712,6044.447130945457
653,3385.36422,3638.602450782286
654,6529.98232,6610.346119752332
655,6822.97163,7037.536525900494
656,6626.8515,6793.55178493186
657,5524.14541,5463.2718624250465
658,5684.14351,5752.279451397499
659,5750.88107,5754.791269417017
660,4323.93099,4669.652248122113
661,7963.93931,6254.622338908797
662,6830.96605,6733.376929907208
663,7322.60914,7246.344709833778
664,6575.59267,7157.390452704927
665,7529.17505,7602.652424372107
666,6467.65476,6559.816534533853
667,5720.72316,5038.278722870016
668,6806.49269,6512.608488401234
669,5911.49359,5904.76727338208
670,7150.9817,7363.500384268096
671,4899.11899,4803.361718576105
672,8357.06722,6987.175456191788
673,7588.36096,7453.910798290934
674,4218.32799,4424.641006517402
675,6960.10751,6880.138018998023
676,6409.14001,6365.406256253638
677,5931.7528,5826.375842358739
678,6540.10545,6801.347125076223
679,4200.97375,4265.761498146865
680,6589.27898,6720.662493303957
681,7963.93931,6714.777543607139
682,6461.67087,6026.182964823027
683,7998.35059,7733.656545225065
684,5916.86224,5919.4107256128445
685,5347.51393,5504.488589080225
686,3387.78516,3060.099624901841
687,7771.01027,6742.982035083885
688,7415.89441,7278.443020786206
689,6752.01695,7067.679098757642
690,4225.96131,4297.469577170554
691,6683.20061,6708.289914225552
692,4201.43596,4364.537666006092
693,3712.99786,3907.966747065522
694,5552.72387,5456.233163187882
695,6500.09778,6735.977622826835
696,5429.68161,5825.084852628504
697,7152.13259,7524.46539401148
698,5200.57849,5613.055198976792
699,7933.30235,7806.43051983125
700,7064.16978,7216.229718727685
701,5914.16491,5407.275529726685
702,5462.13394,5245.804344150241
703,8174.46338,8037.92350541443
704,7236.09025,7367.163292934762
705,7380.6338,7561.840238529367
706,5970.68186,5846.367457168108
707,5645.14663,5401.256403243822
708,5750.88107,5759.119438745205
709,5009.96222,5291.865221980997
710,5529.06614,6003.581368703726
711,6150.84205,5247.158681406343
712,7044.56761,7240.398215538222
713,6821.8081,6680.968579697037
714,3373.43684,3345.7040843220057
715,6779.98166,7237.900651976404
716,4281.52619,4273.900357021628
717,6919.34518,6348.57706681616
718,6493.47253,6348.590257305277
719,8298.20697,8089.272909542407
720,5663.06579,6358.202601620895
721,6306.55062,6440.212739895851
722,6986.80996,7444.675927556651
723,5674.02852,5734.338807714252
724,3387.78516,3365.16604181844
725,5330.63134,5358.188803480245
726,4010.55215,4196.120680517131
727,4926.27902,5115.53242078623
728,6757.07366,6922.922972680528
729,4694.60819,4347.571948767007
730,4203.02762,4346.61517757004
731,6749.51819,6678.667776676142
732,7150.9817,7780.05618316646
733,3911.42225,4051.283327712543
734,3943.13168,4079.0141221002777
735,5569.13925,5662.087584254616
736,6731.61844,6321.634525121466
737,8173.5891,8110.623300842446
738,6960.10751,7015.755850859663
739,5234.74696,5329.460706317441
740,6493.47253,6382.676196242395
741,5046.45734,4942.813043044856
742,6392.35667,6435.943923256786
743,7804.62795,6977.649889658514
744,5718.40817,5565.143687594133
745,4936.36477,5058.8033297659495
746,6589.27898,6437.282814093636
747,4926.27902,4717.862401056205
748,7071.83395,7044.264469500016
749,5199.53404,5223.144856526751
750,5126.99318,5049.3733570277545
751,7243.22611,7468.355177930651
752,5154.97591,5266.51249253087
753,8013.62631,8085.447097450968
754,8104.93497,8071.402031455189
755,4336.10096,3753.5559816002096
756,8318.79889,8003.214644355088
757,4560.22361,4627.236111238277
758,6909.43,6977.779368167659
759,3471.19214,3276.050013032869
760,5605.221,5144.3695586375325
761,4218.32799,4287.60979122139
762,8743.52098,8240.81959253845
763,5529.06614,5372.702221622447
764,7536.09687,7106.066193214439
765,3680.56025,3808.74017762574
766,7130.83001,7138.31400422076
767,5305.74363,5031.17981912253
768,5636.30874,5673.205501288932
769,5336.97473,5416.535891409121
770,5739.68029,5595.135358519623
771,5347.51393,5310.305470050909
772,2508.37567,4984.507888351614
773,5498.46022,5601.9815185736625
774,5912.43376,5848.296625945724
775,6180.95142,6407.77028321724
776,4580.393,4797.9786667498665
777,8013.62631,8364.148028211734
778,7159.33666,7310.810495259153
779,4952.01304,4479.167965851306
780,6830.96605,6783.478538556257
781,6942.3963,7471.628379310954
782,5199.53404,5192.617189944924
783,4768.59437,4597.8310668994745
784,7945.18784,7821.214961853846
785,5996.07855,5862.750646486635
786,4179.18592,4789.577871583415
787,5882.96562,5379.661515562306
788,6190.66597,6649.240253924781
789,6852.97971,6402.256398548776
790,8318.79889,8469.555619655439
791,5715.0084,5922.427879667135
792,6543.97182,6773.320277680912
793,5739.92493,5743.820253877431
794,3826.17226,3692.893417931955
795,7570.60862,7679.553076990815
796,7406.90248,7313.074610524964
797,5996.07855,5499.370308899113
798,2605.69676,2074.289809239951
799,5948.11447,5559.538064602946
800,6663.00068,6953.250919195023
801,5330.63134,5613.251097114122
802,5914.16491,6229.4813214303285
803,6093.31527,5975.6572212303145
804,5882.96562,5932.768028906397
805,8007.20621,8483.973498996354
806,5920.48718,5725.929389136061
807,4710.85865,4795.299399980489
808,8174.46338,8235.592709316326
809,8166.59786,8073.130014521463
810,4418.44126,4614.533418600073
811,7013.00281,7203.1330366982875
812,7895.0208,7839.438326435942
813,8173.5891,8042.95479637439
814,6097.44285,5861.25586520282
815,4418.44126,4312.234788972708
816,7162.43364,7613.778210763878
817,5322.84043,5333.992380380421
818,5395.33158,5282.809002351767
819,5018.45303,5795.696991961493
820,5552.72387,5357.803403611486
821,4580.393,4682.022705601301
822,6580.39696,6681.148753940848
823,8109.2305,7903.314204349001
824,6621.25081,6413.74235317206
825,7440.71201,7296.387010622966
826,3501.17992,3370.0831247357864
827,8605.19995,8422.3344237704
828,6034.64214,5935.364584686904
829,7706.88137,7390.061768218486
830,3139.43255,3389.573040070699
831,7005.0386,6542.323493324875
832,7423.46988,7783.849834173248
833,6749.51819,5738.8577984978
834,4936.10558,1000.0
835,6749.51819,6811.508084169709
836,5381.27266,5603.571912179488
837,6569.24967,6509.086949924254
838,7555.17159,6879.557553107992
839,5291.89688,5323.250164128311
840,6117.4759,6126.9653158386245
841,4460.91457,4513.395722445315
842,6249.47082,5969.2397209399205
843,5811.21147,5789.461752161747
844,6374.4443,6384.557336393362
845,6397.35569,5539.365605970364
846,6626.8515,6467.65511227091
847,6236.70711,6119.822284755348
848,6461.67087,7026.097498441279
849,5151.38647,5652.334084167627
850,5942.42162,5909.777300742913
851,7714.3231,7793.802078995228
852,4745.46028,4709.117729463656
853,6274.93484,6507.2099827022685
854,6260.47363,6528.905608862613
855,5696.02606,5556.27839367577
856,6292.42962,6232.159979790882
857,5964.79111,5821.217354673561
858,5919.43076,5942.829059768632
859,8655.67644,7771.8356767670775
860,8538.462,7295.052657270102
861,5920.48718,5746.214614604978
862,4228.81888,4333.981072899542
863,6540.10545,6752.424848641738
864,3276.36206,3199.469234954775
865,8247.52116,8174.99104882191
866,3998.05416,3768.6987988407163
867,6707.59259,6539.549139654744
